"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 주택거래신고 1588-0149/주택임대차신고 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 20220101 ~ 20221231"
"실거래구분 : 아파트(매매)"
"주소구분 : 지번주소"
"시도 : 서울특별시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","층","건축년도","도로명","해제사유발생일","거래유형","중개사소재지"
"서울특별시 서초구 반포동","2-12","0002","0012","아크로리버파크","129.96","202201","6","510,000","10","2016","신반포로15길 19","","중개거래","서울 서초구"
"서울특별시 서초구 반포동","2-12","0002","0012","아크로리버파크","112.93","202201","11","490,000","3","2016","신반포로15길 19","20221216","중개거래","서울 서초구"
"서울특별시 서초구 반포동","2-12","0002","0012","아크로리버파크","84.95","202201","21","466,000","8","2016","신반포로15길 19","","중개거래","서울 서초구"
"서울특별시 서초구 반포동","2-12","0002","0012","아크로리버파크","129.92","202201","21","610,000","36","2016","신반포로15길 19","","중개거래","서울 서초구"
"서울특별시 서초구 반포동","2-12","0002","0012","아크로리버파크","129.97","202202","24","630,000","36","2016","신반포로15길 19","20220324","중개거래","서울 강남구, 서울 서초구"
"서울특별시 서초구 반포동","2-12","0002","0012","아크로리버파크","129.97","202203","24","630,000","36","2016","신반포로15길 19","","중개거래","서울 강남구, 서울 서초구"
"서울특별시 서초구 반포동","2-12","0002","0012","아크로리버파크","84.97","202204","2","431,000","12","2016","신반포로15길 19","20220827","중개거래","서울 서초구"
"서울특별시 서초구 반포동","2-12","0002","0012","아크로리버파크","129.92","202204","11","640,000","26","2016","신반포로15길 19","","중개거래","서울 서초구"
"서울특별시 서초구 반포동","2-12","0002","0012","아크로리버파크","84.98","202204","13","440,000","22","2016","신반포로15길 19","","중개거래","서울 서초구"
"서울특별시 서초구 반포동","2-12","0002","0012","아크로리버파크","112.93","202204","22","540,000","18","2016","신반포로15길 19","","중개거래","서울 서초구, 서울 영등포구"
"서울특별시 서초구 반포동","2-12","0002","0012","아크로리버파크","129.97","202205","23","680,000","19","2016","신반포로15길 19","","중개거래","서울 서초구"
"서울특별시 서초구 반포동","2-12","0002","0012","아크로리버파크","84.98","202205","28","410,000","2","2016","신반포로15길 19","","중개거래","서울 서초구"
"서울특별시 서초구 반포동","2-12","0002","0012","아크로리버파크","129.95","202206","4","590,000","3","2016","신반포로15길 19","","중개거래","서울 서초구"
"서울특별시 서초구 반포동","968","0968","0000","에이아이디차관주택","72.51","202201","6","272,000","5","1974","신반포로 32","","중개거래","서울 동작구, 서울 서초구"
"서울특별시 서초구 반포동","968","0968","0000","에이아이디차관주택","72.51","202202","9","277,000","5","1974","신반포로 32","","중개거래","서울 서초구"
"서울특별시 서초구 반포동","968","0968","0000","에이아이디차관주택","72.51","202202","21","261,000","4","1974","신반포로 32","","중개거래","서울 서초구"
"서울특별시 서초구 반포동","968","0968","0000","에이아이디차관주택","72.51","202203","8","279,000","5","1974","신반포로 32","","중개거래","서울 서초구"
"서울특별시 서초구 반포동","968","0968","0000","에이아이디차관주택","72.51","202203","22","315,000","2","1974","신반포로 32","","중개거래","서울 서초구"
"서울특별시 서초구 반포동","968","0968","0000","에이아이디차관주택","72.51","202203","22","270,000","2","1974","신반포로 32","","중개거래","서울 서초구"
"서울특별시 서초구 반포동","968","0968","0000","에이아이디차관주택","72.51","202204","4","285,000","5","1974","신반포로 32","","중개거래","서울 동작구, 서울 서초구"
"서울특별시 서초구 반포동","968","0968","0000","에이아이디차관주택","72.51","202204","6","290,000","3","1974","신반포로 32","","직거래","-"
"서울특별시 서초구 반포동","968","0968","0000","에이아이디차관주택","72.51","202204","6","277,000","3","1974","신반포로 32","","중개거래","서울 서초구"
"서울특별시 서초구 반포동","968","0968","0000","에이아이디차관주택","72.51","202204","9","283,000","2","1974","신반포로 32","","중개거래","서울 서초구"
"서울특별시 서초구 반포동","968","0968","0000","에이아이디차관주택","72.51","202204","12","350,000","4","1974","신반포로 32","","중개거래","서울 서초구"
"서울특별시 서초구 반포동","968","0968","0000","에이아이디차관주택","72.51","202204","18","287,000","2","1974","신반포로 32","","중개거래","서울 서초구"
"서울특별시 서초구 반포동","968","0968","0000","에이아이디차관주택","72.51","202205","12","298,000","4","1974","신반포로 32","","중개거래","서울 동작구, 서울 영등포구"
"서울특별시 서초구 반포동","968","0968","0000","에이아이디차관주택","72.51","202205","28","370,000","1","1974","신반포로 32","","중개거래","경기 안양만안구, 서울 서초구"
"서울특별시 서초구 반포동","968","0968","0000","에이아이디차관주택","72.51","202206","2","324,000","1","1974","신반포로 32","","중개거래","서울 서초구"
"서울특별시 서초구 반포동","968","0968","0000","에이아이디차관주택","72.51","202206","7","284,000","2","1974","신반포로 32","","직거래","-"
"서울특별시 서초구 반포동","968","0968","0000","에이아이디차관주택","72.51","202206","24","340,000","5","1974","신반포로 32","","중개거래","서울 서초구"
"서울특별시 서초구 반포동","968","0968","0000","에이아이디차관주택","72.51","202207","28","295,000","2","1974","신반포로 32","","중개거래","서울 서초구"
"서울특별시 서초구 반포동","968","0968","0000","에이아이디차관주택","72.51","202208","1","262,124","1","1974","신반포로 32","","직거래","-"
"서울특별시 서초구 반포동","968","0968","0000","에이아이디차관주택","72.51","202211","21","290,000","4","1974","신반포로 32","","중개거래","서울 서초구"
"서울특별시 서초구 반포동","968","0968","0000","에이아이디차관주택","72.51","202212","9","263,500","1","1974","신반포로 32","","중개거래","서울 서초구"
"서울특별시 서초구 반포동","968","0968","0000","에이아이디차관주택","72.51","202212","23","290,000","1","1974","신반포로 32","","중개거래","서울 서초구"
"서울특별시 서초구 반포동","76-2","0076","0002","타운빌","111.78","202204","16","136,000","1","2002","동광로39길 54-10","","중개거래","서울 서초구"
"서울특별시 서초구 반포동","64-5","0064","0005","현대동궁아파트","70.38","202205","10","182,500","7","1991","사평대로 154","","중개거래","서울 서초구"
"서울특별시 서초구 방배동","593-19","0593","0019","대건딜라이트","244.98","202203","21","115,000","2","2003","남부순환로297길 44","","직거래","-"
"서울특별시 서초구 방배동","884-21","0884","0021","대림e-편한세상1","188.21","202205","17","278,000","3","2003","서초대로34길 34","","중개거래","서울 서초구"
"서울특별시 서초구 방배동","957-7","0957","0007","대성유니드","124.95","202205","20","190,000","12","2003","도구로 73","","중개거래","서울 서초구"
"서울특별시 서초구 방배동","1038","1038","0000","대우(효령)","84.91","202204","2","198,000","6","1992","효령로 84","","중개거래","서울 서초구"
"서울특별시 서초구 방배동","1038","1038","0000","대우(효령)","84.91","202211","19","149,000","10","1992","효령로 84","","중개거래","서울 서초구"
"서울특별시 서초구 방배동","3275","3275","0000","동부센트레빌","134.04","202205","1","310,000","8","2004","방배로 278","","중개거래","서울 서초구"
"서울특별시 서초구 방배동","3275","3275","0000","동부센트레빌","134.04","202210","14","270,000","21","2004","방배로 278","","중개거래","서울 서초구"
"서울특별시 서초구 방배동","1008-2","1008","0002","래미안방배아트힐(1008-2)","127.61","202205","9","250,000","16","2004","남부순환로 2311-12","","중개거래","서울 서초구"
"서울특별시 서초구 방배동","847-25","0847","0025","렉스빌","244.68","202204","3","302,000","2","2002","방배로28길 80","20220426","중개거래","서울 서초구"
"서울특별시 서초구 방배동","847-25","0847","0025","렉스빌","244.68","202204","3","302,000","2","2002","방배로28길 80","","중개거래","서울 서초구"
"서울특별시 서초구 방배동","424-28","0424","0028","롯데캐슬아르떼","147.7221","202204","2","285,000","12","2013","방배천로18길 11","","중개거래","서울 서초구"
"서울특별시 서초구 방배동","424-28","0424","0028","롯데캐슬아르떼","59.9742","202205","26","205,000","6","2013","방배천로18길 11","","중개거래","서울 서초구, 서울 성동구"
"서울특별시 서초구 방배동","754-1","0754","0001","롯데캐슬헤론","124.27","202212","24","180,000","14","2006","동광로1길 112","","중개거래","서울 서초구"
"서울특별시 서초구 방배동","804-1","0804","0001","리벨루스(804-1)","122.27","202208","23","146,000","4","2003","방배로34길 64","","중개거래","서울 서초구"
"서울특별시 서초구 방배동","755-14","0755","0014","리첸시아방배","134.22","202203","10","171,000","3","2010","방배중앙로 204","","중개거래","서울 서초구"
"서울특별시 서초구 방배동","918-14","0918","0014","멤버스빌","84.9","202208","27","110,000","5","2003","효령로23길 31","","중개거래","서울 서초구"
"서울특별시 서초구 방배동","1344","1344","0000","방배1차현대홈타운","84.96","202206","7","222,000","11","1999","서초대로1길 30","","중개거래","서울 서초구"
"서울특별시 서초구 방배동","1344","1344","0000","방배1차현대홈타운","84.96","202208","19","210,000","4","1999","서초대로1길 30","","중개거래","서울 서초구"
"서울특별시 서초구 방배동","1344","1344","0000","방배1차현대홈타운","59.94","202208","19","180,000","6","1999","서초대로1길 30","","중개거래","서울 서초구"
"서울특별시 서초구 방배동","1344","1344","0000","방배1차현대홈타운","84.96","202209","27","209,000","13","1999","서초대로1길 30","","중개거래","서울 서초구, 서울 영등포구"
"서울특별시 서초구 방배동","881-26","0881","0026","방배2차e-편한세상","163.36","202203","28","253,000","8","2004","서초대로33길 22","","중개거래","서울 서초구"
"서울특별시 서초구 방배동","2001","2001","0000","방배2차현대홈타운","84.94","202207","14","210,000","8","2001","서초대로1길 34","","중개거래","서울 서초구"
"서울특별시 서초구 방배동","797-30","0797","0030","방배3차e-편한세상","198.5315","202205","26","380,000","15","2006","동광로 89-5","","중개거래","서울 서초구"
"서울특별시 서초구 방배동","3283","3283","0000","방배그랑자이","84.972","202204","18","258,000","9","2021","방배로 21","","중개거래","서울 서초구"
"서울특별시 서초구 방배동","3283","3283","0000","방배그랑자이","84.9386","202204","20","265,000","8","2021","방배로 21","","중개거래","서울 서초구"
"서울특별시 서초구 방배동","3283","3283","0000","방배그랑자이","84.972","202206","6","295,000","11","2021","방배로 21","","중개거래","서울 서초구"
"서울특별시 서초구 방배동","866-20","0866","0020","방배대우디오빌","29.6","202201","2","29,800","3","2005","서초대로 17","","중개거래","서울 서초구"
"서울특별시 서초구 방배동","866-20","0866","0020","방배대우디오빌","36.63","202201","4","43,000","3","2005","서초대로 17","","중개거래","서울 서초구"
"서울특별시 서초구 방배동","866-20","0866","0020","방배대우디오빌","29.6","202201","6","32,000","17","2005","서초대로 17","","중개거래","서울 서초구"
"서울특별시 서초구 방배동","866-20","0866","0020","방배대우디오빌","29.6","202201","11","30,500","12","2005","서초대로 17","","중개거래","서울 서초구"
"서울특별시 서초구 방배동","866-20","0866","0020","방배대우디오빌","29.6","202202","4","32,000","21","2005","서초대로 17","","중개거래","서울 서초구"
"서울특별시 서초구 방배동","866-20","0866","0020","방배대우디오빌","29.6","202202","7","30,000","8","2005","서초대로 17","","직거래","-"
"서울특별시 서초구 방배동","866-20","0866","0020","방배대우디오빌","29.6","202202","14","29,700","3","2005","서초대로 17","","중개거래","서울 서초구"
"서울특별시 서초구 방배동","866-20","0866","0020","방배대우디오빌","29.6","202202","21","31,500","22","2005","서초대로 17","","중개거래","서울 서초구"
"서울특별시 서초구 방배동","866-20","0866","0020","방배대우디오빌","29.6","202202","26","32,300","11","2005","서초대로 17","","중개거래","서울 서초구"
"서울특별시 서초구 방배동","866-20","0866","0020","방배대우디오빌","29.6","202203","26","32,000","13","2005","서초대로 17","","중개거래","서울 서초구"
"서울특별시 서초구 방배동","866-20","0866","0020","방배대우디오빌","29.6","202204","2","30,000","22","2005","서초대로 17","","중개거래","서울 서초구"
"서울특별시 서초구 방배동","866-20","0866","0020","방배대우디오빌","29.6","202205","24","29,700","22","2005","서초대로 17","","중개거래","서울 마포구"
"서울특별시 서초구 방배동","866-20","0866","0020","방배대우디오빌","36.63","202206","1","42,750","17","2005","서초대로 17","","중개거래","서울 서초구"
"서울특별시 서초구 방배동","866-20","0866","0020","방배대우디오빌","28.84","202207","11","27,000","5","2005","서초대로 17","","중개거래","경기 남양주시"
"서울특별시 서초구 방배동","866-20","0866","0020","방배대우디오빌","28.84","202208","2","27,000","4","2005","서초대로 17","","직거래","-"
"서울특별시 서초구 방배동","866-20","0866","0020","방배대우디오빌","29.6","202209","3","29,000","4","2005","서초대로 17","","중개거래","서울 서초구"
"서울특별시 서초구 방배동","866-20","0866","0020","방배대우디오빌","29.6","202210","12","27,500","8","2005","서초대로 17","","중개거래","서울 서초구"
"서울특별시 서초구 방배동","866-20","0866","0020","방배대우디오빌","29.6","202211","12","33,000","21","2005","서초대로 17","","중개거래","서울 서초구"
"서울특별시 서초구 방배동","841-12","0841","0012","방배대우멤버스카운티301","121.65","202205","28","176,300","2","2004","방배로30길 41","","중개거래","서울 서초구"
"서울특별시 서초구 방배동","485-3","0485","0003","방배래미안타워","102.93","202205","11","205,000","9","2005","남부순환로 2183","","중개거래","서울 서초구"
"서울특별시 서초구 방배동","849-30","0849","0030","방배롯데캐슬로제","172.27","202206","10","355,000","3","2009","방배로26길 41","","중개거래","서울 서초구"
"서울특별시 서초구 방배동","849-30","0849","0030","방배롯데캐슬로제","204.41","202207","7","390,000","8","2009","방배로26길 41","","중개거래","서울 서초구"
"서울특별시 서초구 방배동","849-30","0849","0030","방배롯데캐슬로제","172.27","202207","15","380,000","10","2009","방배로26길 41","","중개거래","서울 강남구, 서울 서초구"
"서울특별시 서초구 방배동","866-10","0866","0010","방배마에스트로","29.28","202204","4","88,800","25","2019","서초대로 13","","중개거래","서울 서초구"
"서울특별시 서초구 방배동","866-10","0866","0010","방배마에스트로","50.25","202204","25","130,000","27","2019","서초대로 13","","중개거래","서울 관악구"
"서울특별시 서초구 방배동","866-10","0866","0010","방배마에스트로","35.53","202205","10","89,000","24","2019","서초대로 13","","중개거래","서울 서초구"
"서울특별시 서초구 방배동","915-16","0915","0016","방배서리풀힐스","84.992","202207","4","152,500","10","2006","방배로11길 35","","중개거래","서울 서초구"
"서울특별시 서초구 방배동","752-36","0752","0036","방배아크로리버","149.225","202201","21","250,000","20","2004","방배중앙로 207-10","","중개거래","서울 서초구"
"서울특별시 서초구 방배동","3278","3278","0000","방배아트자이","126.6226","202201","7","283,000","10","2018","명달로9길 57","","중개거래","서울 서초구"
"서울특별시 서초구 방배동","3278","3278","0000","방배아트자이","59.9938","202204","26","170,000","9","2018","명달로9길 57","","중개거래","서울 서초구"
"서울특별시 서초구 방배동","3278","3278","0000","방배아트자이","59.9938","202209","5","170,000","10","2018","명달로9길 57","","중개거래","서울 서초구"
"서울특별시 서초구 방배동","3278","3278","0000","방배아트자이","59.9938","202211","22","157,500","7","2018","명달로9길 57","","중개거래","서울 서초구"
"서울특별시 서초구 방배동","2525","2525","0000","방배우성","117.19","202204","27","180,000","3","1991","방배선행길 1","","중개거래","서울 관악구"
"서울특별시 서초구 방배동","2525","2525","0000","방배우성","117.19","202211","4","173,000","10","1991","방배선행길 1","","중개거래","서울 서초구"
"서울특별시 서초구 방배동","1010-1","1010","0001","방배임광","84","202202","3","195,000","3","1988","방배로2길 24-6","","직거래","-"
"서울특별시 서초구 방배동","3282","3282","0000","방배중앙센트레빌","59.933","202204","5","131,200","3","2021","방배중앙로 158","","중개거래","서울 서초구"
"서울특별시 서초구 방배동","3282","3282","0000","방배중앙센트레빌","59.922","202204","7","111,000","7","2021","방배중앙로 158","","직거래","-"
"서울특별시 서초구 방배동","3282","3282","0000","방배중앙센트레빌","59.777","202205","3","132,500","4","2021","방배중앙로 158","","중개거래","서울 서초구"
"서울특별시 서초구 방배동","3282","3282","0000","방배중앙센트레빌","59.777","202205","3","132,500","4","2021","방배중앙로 158","20220824","중개거래","서울 서초구"
"서울특별시 서초구 방배동","3282","3282","0000","방배중앙센트레빌","59.933","202212","12","120,000","2","2021","방배중앙로 158","","직거래","-"
"서울특별시 서초구 방배동","982-1","0982","0001","방배현대멤피스2","162.8","202205","17","245,000","8","2002","방배로 63","","중개거래","서울 서초구"
"서울특별시 서초구 방배동","593-32","0593","0032","방배호원","175.36","202205","18","200,000","6","2002","남부순환로297다길 18","","직거래","-"
"서울특별시 서초구 방배동","479-11","0479","0011","방배홈타운(479-11)","113.67","202211","5","140,000","7","2002","남부순환로287길 7","","중개거래","-"
"서울특별시 서초구 방배동","806-1","0806","0001","방배힐1차","203.79","202205","7","239,000","5","2000","방배로34길 42","","중개거래","서울 서초구"
"서울특별시 서초구 방배동","1019-3","1019","0003","블레스밸리","196.84","202205","28","230,000","6","2003","효령로34길 92","","중개거래","서울 서초구"
"서울특별시 서초구 방배동","2626","2626","0000","삼성래미안1","114.94","202205","8","140,100","4","2003","방배선행길 2","","직거래","-"
"서울특별시 서초구 방배동","2626","2626","0000","삼성래미안1","114.94","202206","16","192,000","7","2003","방배선행길 2","","중개거래","서울 강서구, 서울 서초구"
"서울특별시 서초구 방배동","1018-1","1018","0001","삼익","89.12","202202","26","198,000","2","1981","효령로34길 79","","중개거래","서울 서초구"
"서울특별시 서초구 방배동","1018-1","1018","0001","삼익","88.26","202204","29","200,000","9","1981","효령로34길 79","","중개거래","서울 서초구"
"서울특별시 서초구 방배동","1018-1","1018","0001","삼익","88.26","202205","3","194,000","11","1981","효령로34길 79","","중개거래","서울 서초구"
"서울특별시 서초구 방배동","1018-1","1018","0001","삼익","89.12","202205","7","199,000","2","1981","효령로34길 79","","중개거래","서울 서초구"
"서울특별시 서초구 방배동","1018-1","1018","0001","삼익","88.26","202205","23","200,000","4","1981","효령로34길 79","","중개거래","서울 서초구"
"서울특별시 서초구 방배동","1018-1","1018","0001","삼익","151.54","202206","2","282,000","6","1981","효령로34길 79","","중개거래","서울 서초구"
"서울특별시 서초구 방배동","770-1","0770","0001","삼호1동~3동","81.39","202206","4","185,000","8","1975","방배로43길 21","","중개거래","서울 서초구"
"서울특별시 서초구 방배동","770-1","0770","0001","삼호1동~3동","81.39","202209","16","155,000","4","1975","방배로43길 21","","중개거래","경기 고양일산동구"
"서울특별시 서초구 방배동","758-4","0758","0004","삼호2","127.94","202201","3","225,000","10","1976","방배로43길 30","","중개거래","서울 서초구"
"서울특별시 서초구 방배동","758-4","0758","0004","삼호2","132.39","202203","11","220,000","1","1976","방배로43길 2","","중개거래","경기 성남분당구, 서울 성동구"
"서울특별시 서초구 방배동","758-4","0758","0004","삼호2","177.52","202208","22","230,000","2","1976","방배로43길 30","","중개거래","서울 서초구"
"서울특별시 서초구 방배동","757-3","0757","0003","삼호3","181.6","202202","15","250,000","6","1976","방배로45길 27","","중개거래","서울 서초구"
"서울특별시 서초구 방배동","757-3","0757","0003","삼호3","181.6","202202","27","242,000","4","1976","방배로45길 27","","중개거래","경기 성남수정구, 서울 서초구"
"서울특별시 서초구 방배동","757-3","0757","0003","삼호3","181.6","202204","5","250,000","3","1976","방배로45길 27","","중개거래","서울 서초구"
"서울특별시 서초구 방배동","1030-1","1030","0001","삼호한숲","59.98","202203","31","130,000","5","1998","방배로3길 10-3","","중개거래","서울 서초구"
"서울특별시 서초구 방배동","840-12","0840","0012","상지리츠빌7차","174.37","202205","12","253,000","2","2008","방배로28길 51","","중개거래","서울 서초구"
"서울특별시 서초구 방배동","483-1","0483","0001","서희융창","84.93","202206","21","77,970","4","2003","남부순환로289길 16","","직거래","-"
"서울특별시 서초구 방배동","483-1","0483","0001","서희융창","70.02","202206","22","187,000","7","2003","남부순환로289길 16","20221227","중개거래","서울 서초구"
"서울특별시 서초구 방배동","483-1","0483","0001","서희융창","101.83","202206","30","92,560","3","2003","남부순환로289길 16","","직거래","-"
"서울특별시 서초구 방배동","483-1","0483","0001","서희융창","114.56","202210","31","104,140","6","2003","남부순환로289길 16","","직거래","-"
"서울특별시 서초구 방배동","483-1","0483","0001","서희융창","101.83","202212","13","93,480","5","2003","남부순환로289길 16","","중개거래","서울 서초구"
"서울특별시 서초구 방배동","483-1","0483","0001","서희융창","70.02","202212","27","187,000","7","2003","남부순환로289길 16","","중개거래","서울 서초구"
"서울특별시 서초구 방배동","421-1","0421","0001","세양아르비채101동","147.573","202212","5","110,000","5","2006","서초대로 12","","중개거래","서울 양천구"
"서울특별시 서초구 방배동","776-3","0776","0003","쌍용예가클래식","89.844","202204","30","212,500","10","2006","방배로37길 26-9","","중개거래","서울 서초구"
"서울특별시 서초구 방배동","1021-9","1021","0009","아이리스","84.79","202204","23","87,000","5","2003","효령로34길 48","","중개거래","서울 서초구"
"서울특별시 서초구 방배동","1-106","0001","0106","영지아트빌라","240.98","202210","8","275,000","1","1999","사평대로6길 118","","중개거래","서울 서초구, 서울 용산구"
"서울특별시 서초구 방배동","836-4","0836","0004","영진","104.98","202209","28","125,000","5","1998","서초대로23길 64","","중개거래","서울 서초구"
"서울특별시 서초구 방배동","799-9","0799","0009","캐슬렉스","155.93","202203","30","199,000","4","2004","방배로32길 105","","중개거래","서울 서초구"
"서울특별시 서초구 방배동","733","0733","0000","태화빌라(733)","255.17","202205","26","223,000","4","1994","동광로27길 112","","직거래","-"
"서울특별시 서초구 방배동","816-1","0816","0001","한신트리플","43.93","202203","2","48,500","8","2004","방배로33길 29","","중개거래","서울 서초구"
"서울특별시 서초구 방배동","816-1","0816","0001","한신트리플","43.93","202204","22","47,500","3","2004","방배로33길 29","","중개거래","서울 서초구"
"서울특별시 서초구 방배동","816-1","0816","0001","한신트리플","39.31","202210","24","45,000","9","2004","방배로33길 29","","중개거래","서울 동작구"
"서울특별시 서초구 방배동","772-13","0772","0013","현대멤피스","186.53","202207","26","275,000","8","2001","방배로 249","","중개거래","서울 서초구"
"서울특별시 서초구 방배동","772-13","0772","0013","현대멤피스","186.53","202210","8","270,000","11","2001","방배로 249","","중개거래","서울 마포구, 서울 서초구"
"서울특별시 서초구 방배동","932-34","0932","0034","훼미리타운","40.39","202209","14","52,000","5","2012","방배로19길 40","","중개거래","서울 서초구"
"서울특별시 서초구 서초동","1487-1","1487","0001","(1487-1)","22.89","202203","23","43,050","7","2022","효령로 200","","직거래","-"
"서울특별시 서초구 서초동","1487-1","1487","0001","(1487-1)","22.89","202203","23","41,550","4","2022","효령로 200","","직거래","-"
"서울특별시 서초구 서초동","1487-1","1487","0001","(1487-1)","19.51","202203","23","37,500","8","2022","효령로 200","","직거래","-"
"서울특별시 서초구 서초동","1487-1","1487","0001","(1487-1)","19.51","202203","23","37,500","8","2022","효령로 200","","직거래","-"
"서울특별시 서초구 서초동","1487-1","1487","0001","(1487-1)","19.51","202203","23","37,500","8","2022","효령로 200","","직거래","-"
"서울특별시 서초구 서초동","1487-1","1487","0001","(1487-1)","19.51","202203","23","37,500","9","2022","효령로 200","","직거래","-"
"서울특별시 서초구 서초동","1487-1","1487","0001","(1487-1)","19.51","202203","23","37,500","9","2022","효령로 200","","직거래","-"
"서울특별시 서초구 서초동","1487-1","1487","0001","(1487-1)","22.89","202203","23","43,250","9","2022","효령로 200","","직거래","-"
"서울특별시 서초구 서초동","1487-1","1487","0001","(1487-1)","19.51","202203","23","35,900","3","2022","효령로 200","","직거래","-"
"서울특별시 서초구 서초동","1487-1","1487","0001","(1487-1)","22.89","202203","23","41,350","3","2022","효령로 200","","직거래","-"
"서울특별시 서초구 서초동","1487-1","1487","0001","(1487-1)","19.38","202203","23","35,900","4","2022","효령로 200","","직거래","-"
"서울특별시 서초구 서초동","1487-1","1487","0001","(1487-1)","19.51","202203","23","36,100","4","2022","효령로 200","","직거래","-"
"서울특별시 서초구 서초동","1487-1","1487","0001","(1487-1)","19.51","202203","23","36,100","4","2022","효령로 200","","직거래","-"
"서울특별시 서초구 서초동","1487-1","1487","0001","(1487-1)","19.51","202203","23","36,100","4","2022","효령로 200","","직거래","-"
"서울특별시 서초구 서초동","1487-1","1487","0001","(1487-1)","19.51","202203","23","36,100","4","2022","효령로 200","","직거래","-"
"서울특별시 서초구 서초동","1487-1","1487","0001","(1487-1)","19.51","202203","23","36,100","4","2022","효령로 200","","직거래","-"
"서울특별시 서초구 서초동","1487-1","1487","0001","(1487-1)","22.89","202203","23","42,150","5","2022","효령로 200","","직거래","-"
"서울특별시 서초구 서초동","1487-1","1487","0001","(1487-1)","19.51","202203","23","36,650","5","2022","효령로 200","","직거래","-"
"서울특별시 서초구 서초동","1487-1","1487","0001","(1487-1)","19.51","202203","23","37,200","6","2022","효령로 200","","직거래","-"
"서울특별시 서초구 서초동","1487-1","1487","0001","(1487-1)","19.51","202203","23","37,200","6","2022","효령로 200","","직거래","-"
"서울특별시 서초구 서초동","1487-1","1487","0001","(1487-1)","19.51","202203","23","37,200","6","2022","효령로 200","","직거래","-"
"서울특별시 서초구 서초동","1487-1","1487","0001","(1487-1)","19.51","202203","23","37,200","6","2022","효령로 200","","직거래","-"
"서울특별시 서초구 서초동","1487-1","1487","0001","(1487-1)","19.51","202203","23","37,200","6","2022","효령로 200","","직거래","-"
"서울특별시 서초구 서초동","1487-1","1487","0001","(1487-1)","22.89","202203","23","43,050","6","2022","효령로 200","","직거래","-"
"서울특별시 서초구 서초동","1487-1","1487","0001","(1487-1)","19.38","202203","23","35,700","3","2022","효령로 200","","직거래","-"
"서울특별시 서초구 서초동","1487-1","1487","0001","(1487-1)","19.51","202203","23","35,600","2","2022","효령로 200","","직거래","-"
"서울특별시 서초구 서초동","1487-1","1487","0001","(1487-1)","19.51","202203","23","35,600","2","2022","효령로 200","","직거래","-"
"서울특별시 서초구 서초동","1487-1","1487","0001","(1487-1)","22.89","202203","23","40,950","2","2022","효령로 200","","직거래","-"
"서울특별시 서초구 서초동","1487-1","1487","0001","(1487-1)","19.51","202203","23","35,900","3","2022","효령로 200","","직거래","-"
"서울특별시 서초구 서초동","1487-1","1487","0001","(1487-1)","19.51","202203","23","35,900","3","2022","효령로 200","","직거래","-"
"서울특별시 서초구 서초동","1487-1","1487","0001","(1487-1)","19.38","202203","23","37,100","7","2022","효령로 200","","직거래","-"
"서울특별시 서초구 서초동","1487-1","1487","0001","(1487-1)","19.51","202203","23","37,350","7","2022","효령로 200","","직거래","-"
"서울특별시 서초구 서초동","1487-1","1487","0001","(1487-1)","19.51","202203","23","37,350","7","2022","효령로 200","","직거래","-"
"서울특별시 서초구 서초동","1487-1","1487","0001","(1487-1)","19.51","202203","23","37,350","7","2022","효령로 200","","직거래","-"
"서울특별시 서초구 서초동","1487-1","1487","0001","(1487-1)","19.51","202203","23","37,350","7","2022","효령로 200","","직거래","-"
"서울특별시 서초구 서초동","1487-1","1487","0001","(1487-1)","19.51","202203","23","37,350","7","2022","효령로 200","","직거래","-"
"서울특별시 서초구 서초동","1487-1","1487","0001","(1487-1)","19.38","202203","23","36,900","6","2022","효령로 200","","직거래","-"
"서울특별시 서초구 서초동","1487-1","1487","0001","(1487-1)","19.51","202203","23","36,650","5","2022","효령로 200","","직거래","-"
"서울특별시 서초구 서초동","1487-1","1487","0001","(1487-1)","19.51","202203","23","36,650","5","2022","효령로 200","","직거래","-"
"서울특별시 서초구 서초동","1487-1","1487","0001","(1487-1)","19.51","202203","23","36,650","5","2022","효령로 200","","직거래","-"
"서울특별시 서초구 서초동","1487-1","1487","0001","(1487-1)","19.51","202203","23","36,650","5","2022","효령로 200","","직거래","-"
"서울특별시 서초구 서초동","1487-1","1487","0001","(1487-1)","19.38","202203","23","36,400","5","2022","효령로 200","","직거래","-"
"서울특별시 서초구 서초동","1487-1","1487","0001","(1487-1)","19.51","202203","23","37,500","8","2022","효령로 200","","직거래","-"
